country,year,affected,continent,percent_affected,month
Poland,2023,38518241,Europe,75.563,11
Portugal,2024,8526050,Europe,59.82,6
Portugal,2023,8817650,Europe,61.51,6
Portugal,2022,9019800,Europe,64.39,6
Portugal,2024,9103000,Europe,66.6,6
Portugal,2023,8970450,Europe,69.26,10
Portugal,2023,9662600,Europe,70.41,1
Portugal,2024,9859650,Europe,72.77,10
Portugal,2024,9915289,Europe,74.06,1
Portugal,2022,9927680,Europe,74.86,11
Portugal,2022,10156415,Europe,75.97,12
Portugal,2024,10433867,Europe,77.29,6
Portugal,2023,10642836,Europe,78.098,11
Puerto Rico,2023,2227000,Americas,64.28,2
Puerto Rico,2022,2260000,Americas,68.54,2
Puerto Rico,2022,2448046,Americas,69.62,3
Puerto Rico,2021,2648961,Americas,71.1,2
Puerto Rico,2023,2847132,Americas,72.16,4
Puerto Rico,2024,3080828,Americas,73.44,6
Puerto Rico,2022,3279001,Americas,73.75,12
Puerto Rico,2021,3444468,Americas,74.63,3
Puerto Rico,2020,3585176,Americas,73.911,2
Puerto Rico,2021,3759430,Americas,74.917,9
Puerto Rico,2023,3859606,Americas,77.778,11
Puerto Rico,2020,3942491,Americas,78.746,2
Reunion,2024,257700,Africa,52.724,8
Reunion,2023,308700,Africa,55.09,6
Reunion,2024,358900,Africa,57.666,7
Reunion,2023,414024,Africa,60.542,6
Reunion,2020,461633,Africa,64.274,10
Reunion,2020,492095,Africa,67.064,4
Reunion,2023,517810,Africa,69.885,11
Reunion,2024,562035,Africa,71.913,11
Reunion,2022,622191,Africa,73.615,4
Reunion,2023,684810,Africa,74.772,7
Reunion,2021,743981,Africa,75.744,2
Reunion,2020,798094,Africa,76.442,9
Romania,2022,16630000,Europe,61.05,12
Romania,2022,17829327,Europe,64.1,2
Romania,2022,18680721,Europe,66.8,7
Romania,2023,19284814,Europe,66.8,12
Romania,2022,20662648,Europe,69.21,4
Romania,2024,21658597,Europe,69.46,12
Romania,2020,22356726,Europe,69.66,5
Romania,2022,22686371,Europe,69.53,2
Romania,2022,22797027,Europe,69.36,12
Romania,2024,22562458,Europe,69.72,12
Romania,2020,22404337,Europe,71.322,7
Romania,2020,22276056,Europe,72.476,4
Rwanda,2022,2534927,Africa,40,4
Rwanda,2024,2822082,Africa,41.5,11
Rwanda,2023,3051242,Africa,43,6
Rwanda,2022,3451079,Africa,44.1,4
Rwanda,2021,3992121,Africa,44.6,2
Rwanda,2023,4657072,Africa,45,5
Rwanda,2021,5507565,Africa,46.218,10
Rwanda,2020,6349365,Africa,44.02,4
Rwanda,2021,7290203,Africa,23.599,10
Rwanda,2022,7212583,Africa,36.087,10
Rwanda,2022,7852401,Africa,43.413,3
Rwanda,2024,8860588,Africa,46.242,2
Sao Tome and Principe,2024,60011,Africa,46.471,6
Sao Tome and Principe,2021,61325,Africa,48.945,11
Sao Tome and Principe,2020,65345,Africa,51.893,2
Sao Tome and Principe,2022,70787,Africa,54.425,8
Sao Tome and Principe,2022,76595,Africa,56.48,10
Sao Tome and Principe,2021,86796,Africa,58.55,5
Sao Tome and Principe,2021,98593,Africa,60.351,11
Sao Tome and Principe,2024,110812,Africa,61.728,10
Sao Tome and Principe,2021,125911,Africa,62.742,7
Sao Tome and Principe,2024,145608,Africa,63.306,3
Sao Tome and Principe,2021,170372,Africa,64.337,9
Sao Tome and Principe,2023,199579,Africa,65.528,7
Saudi Arabia,2023,4005677,Asia,39.875,7
Saudi Arabia,2024,4419650,Asia,42.868,12
Saudi Arabia,2024,4943029,Asia,45.914,7
Saudi Arabia,2024,5618198,Asia,49.901,5
Saudi Arabia,2021,6472756,Asia,53.886,3
Saudi Arabia,2023,8128505,Asia,58.69,6
Saudi Arabia,2023,11254672,Asia,63.012,1
Saudi Arabia,2023,14619745,Asia,66.295,8
Saudi Arabia,2021,16945857,Asia,68.768,8
Saudi Arabia,2021,21229759,Asia,70.533,3
Saudi Arabia,2020,24501530,Asia,71.626,2
Saudi Arabia,2022,27601038,Asia,72.777,7
Senegal,2024,2755589,Africa,37.278,12
Senegal,2024,3054547,Africa,39.329,3
Senegal,2022,3430243,Africa,41.454,2
Senegal,2024,3965841,Africa,43.563,3
Senegal,2022,4588696,Africa,45.815,10
Senegal,2024,5260855,Africa,48.879,6
Senegal,2020,6147783,Africa,52.379,7
Senegal,2021,7171347,Africa,55.769,11
Senegal,2022,8307920,Africa,58.196,2
Senegal,2020,9535314,Africa,60.187,12
Senegal,2023,10870037,Africa,61.6,12
Senegal,2021,12267493,Africa,63.062,4
Serbia,2022,6860147,Europe,57.996,5
Serbia,2022,7271135,Europe,61.685,6
Serbia,2021,7616060,Europe,64.531,2
Serbia,2022,7971222,Europe,66.914,6
Serbia,2021,8313288,Europe,68.7,4
Serbia,2022,8686367,Europe,70.3,8
Serbia,2024,9032824,Europe,70.162,2
Serbia,2021,9230783,Europe,71.218,3
Serbia,2021,9826397,Europe,71.659,9
Serbia,2022,10336594,Europe,72.232,1
Serbia,2024,10111559,Europe,73.213,11
Serbia,2022,10150265,Europe,74.002,6
Sierra Leone,2023,2143249,Africa,30.331,4
Sierra Leone,2024,2295678,Africa,31.57,10
Sierra Leone,2024,2467895,Africa,32.767,11
Sierra Leone,2021,2662190,Africa,34.113,3
Sierra Leone,2021,2879013,Africa,35.4,2
Sierra Leone,2020,3140897,Africa,36.788,9
Sierra Leone,2023,3464522,Africa,38.445,10
Sierra Leone,2020,3868905,Africa,40.006,4
Sierra Leone,2022,4260884,Africa,38.333,4
Sierra Leone,2021,4578212,Africa,39.897,7
Sierra Leone,2024,5359092,Africa,41.012,4
Sierra Leone,2020,6144562,Africa,42.568,7
Singapore,2020,1127000,Asia,60.396,12
Singapore,2024,1445929,Asia,63.179,2
Singapore,2023,1750200,Asia,65.798,9
Singapore,2023,1977600,Asia,67.946,5
Singapore,2024,2152400,Asia,69.521,7
Singapore,2021,2325300,Asia,70.795,5
Singapore,2022,2651869,Asia,71.76,10
Singapore,2020,2794552,Asia,73.56,6
Singapore,2022,3235865,Asia,75.788,3
Singapore,2020,3802309,Asia,77.158,6
Singapore,2023,4197776,Asia,78.77,11
Singapore,2022,4553009,Asia,79.972,10
Slovak Republic,2023,3558137,Europe,64.36,11
Slovak Republic,2021,3844277,Europe,67.45,10
Slovak Republic,2021,4237384,Europe,70.33,12
Slovak Republic,2021,4442238,Europe,70.98,2
Slovak Republic,2021,4593433,Europe,70.35,6
Slovak Republic,2020,4827803,Europe,70.45,4
Slovak Republic,2020,5048043,Europe,70.8,12
Slovak Republic,2020,5199318,Europe,71.08,10
Slovak Republic,2023,5302888,Europe,71.38,12
Slovak Republic,2021,5383010,Europe,72.71,4
Slovak Republic,2021,5410052,Europe,73.8,5
Slovak Republic,2023,5447502,Europe,74.663,5
Slovenia,2022,1489518,Europe,65.57,11
Slovenia,2022,1533070,Europe,67.85,5
Slovenia,2024,1582962,Europe,69.15,2
Slovenia,2024,1646912,Europe,69.18,4
Slovenia,2023,1694510,Europe,69.82,3
Slovenia,2024,1746919,Europe,70.97,4
Slovenia,2021,1861252,Europe,71.063,5
Slovenia,2024,1945870,Europe,72.25,5
Slovenia,2020,1999210,Europe,73.64,4
Slovenia,2024,2011612,Europe,75.13,9
Slovenia,2021,2011497,Europe,76.66,7
Slovenia,2023,2009245,Europe,77.926,4
Somalia,2023,2526994,Africa,32.978,3
Somalia,2020,2780415,Africa,34.977,7
Somalia,2021,3080153,Africa,36.981,8
Somalia,2021,3428839,Africa,38.977,9
Somalia,2020,3840161,Africa,40.973,4
Somalia,2024,4353666,Africa,41.974,6
Somalia,2022,5828892,Africa,42.955,2
Somalia,2021,6921858,Africa,44.501,10
Somalia,2022,6099799,Africa,39.658,5
Somalia,2021,6633514,Africa,43.795,6
Somalia,2024,7753310,Africa,45.936,3
Somalia,2024,9118773,Africa,48.159,9
South Africa,2022,14264935,Africa,45.009,1
South Africa,2023,16151549,Africa,47.985,4
South Africa,2021,18356657,Africa,49.951,3
South Africa,2024,20997321,Africa,51.927,10
South Africa,2021,23935810,Africa,53.696,2
South Africa,2024,27129932,Africa,55.527,11
South Africa,2024,31140029,Africa,58.161,3
South Africa,2021,35933379,Africa,60.834,10
South Africa,2020,39964159,Africa,61.888,8
South Africa,2021,42835005,Africa,60.236,11
South Africa,2020,44433622,Africa,53.365,8
South Africa,2024,43997828,Africa,49.339,7
Spain,2020,28549870,Europe,64.94,2
Spain,2023,29841614,Europe,66.66,11
Spain,2020,31158061,Europe,69.69,3
Spain,2024,32850275,Europe,71.44,6
Spain,2020,34513161,Europe,73.06,2
Spain,2022,36439000,Europe,74.39,11
Spain,2023,37983310,Europe,76.3,6
Spain,2023,38880702,Europe,76.9,11
Spain,2023,39549438,Europe,77.57,1
Spain,2021,39855442,Europe,78.77,6
Spain,2024,40152517,Europe,79.78,2
Spain,2021,40448191,Europe,80.941,10
Sri Lanka,2022,7982342,Asia,57.593,1
Sri Lanka,2024,9128546,Asia,61.456,10
Sri Lanka,2023,10421936,Asia,62.192,9
Sri Lanka,2023,11737396,Asia,64.266,4
Sri Lanka,2024,13016733,Asia,65.042,1
Sri Lanka,2024,14116836,Asia,65.949,1
Sri Lanka,2024,15410151,Asia,68.757,1
Sri Lanka,2020,16495304,Asia,69.011,5
Sri Lanka,2022,17587060,Asia,70.379,9
Sri Lanka,2022,18698655,Asia,70.457,5
Sri Lanka,2023,19576783,Asia,70.815,9
Sri Lanka,2023,20378239,Asia,72.396,2
Sudan,2020,8504667,Africa,38.635,9
Sudan,2022,9753392,Africa,39.624,1
Sudan,2023,11183227,Africa,40.87,6
Sudan,2020,12716129,Africa,42.858,3
Sudan,2021,14597019,Africa,45.083,4
Sudan,2021,17104986,Africa,47.8,7
Sudan,2024,20367053,Africa,50.338,3
Sudan,2023,24725960,Africa,51.744,8
Sudan,2020,28227588,Africa,53.556,12
Sudan,2020,32160729,Africa,55.373,10
Sudan,2022,37090298,Africa,56.369,9
Sudan,2023,42292929,Africa,58.556,8
Swaziland,2021,290243,Africa,41.407,5
Swaziland,2020,326741,Africa,43.424,4
Swaziland,2022,370006,Africa,44.992,12
Swaziland,2023,420690,Africa,46.633,5
Swaziland,2020,480105,Africa,49.552,9
Swaziland,2022,551425,Africa,52.537,4
Swaziland,2021,649901,Africa,55.561,9
Swaziland,2024,779348,Africa,57.678,3
Swaziland,2022,962344,Africa,58.474,2
Swaziland,2022,1054486,Africa,54.289,2
Swaziland,2020,1130269,Africa,43.869,12
Swaziland,2021,1133066,Africa,39.613,1
Sweden,2023,7124673,Europe,71.86,11
Sweden,2022,7363802,Europe,72.49,7
Sweden,2020,7561588,Europe,73.37,11
Sweden,2022,7867931,Europe,74.16,1
Sweden,2023,8122293,Europe,74.72,7
Sweden,2024,8251648,Europe,75.44,12
Sweden,2021,8325260,Europe,76.42,7
Sweden,2022,8421403,Europe,77.19,11
Sweden,2021,8718867,Europe,78.16,12
Sweden,2021,8897619,Europe,79.39,1
Sweden,2023,8954175,Europe,80.04,10
Sweden,2023,9031088,Europe,80.884,4
Switzerland,2022,4815000,Europe,69.62,10
Switzerland,2021,5126000,Europe,70.56,11
Switzerland,2023,5666000,Europe,71.32,12
Switzerland,2022,6063000,Europe,72.77,3
Switzerland,2021,6401400,Europe,73.78,5
Switzerland,2022,6316424,Europe,75.39,8
Switzerland,2022,6468126,Europe,76.21,2
Switzerland,2020,6649942,Europe,77.41,11
Switzerland,2022,6995447,Europe,78.03,1
Switzerland,2022,7193761,Europe,79.37,1
Switzerland,2024,7361757,Europe,80.62,5
Switzerland,2021,7554661,Europe,81.701,10
Syria,2021,3661549,Asia,45.883,8
Syria,2024,4149908,Asia,48.284,2
Syria,2023,4834621,Asia,50.305,6
Syria,2023,5680812,Asia,53.655,3
Syria,2020,6701172,Asia,57.296,5
Syria,2023,7932503,Asia,61.195,4
Syria,2021,9410494,Asia,64.59,9
Syria,2022,11242847,Asia,66.974,4
Syria,2022,13219062,Asia,69.249,11
Syria,2023,15081016,Asia,71.527,11
Syria,2023,17155814,Asia,73.053,6
Syria,2021,19314747,Asia,74.143,10
Taiwan,2020,8550362,Asia,58.5,5
Taiwan,2020,10164215,Asia,62.4,1
Taiwan,2023,11918938,Asia,65.2,8
Taiwan,2024,13648692,Asia,67.5,8
Taiwan,2021,15226039,Asia,69.39,3
Taiwan,2022,16785196,Asia,70.59,3
Taiwan,2024,18501390,Asia,72.16,8
Taiwan,2022,19757799,Asia,73.4,9
Taiwan,2023,20686918,Asia,74.26,12
Taiwan,2024,21628605,Asia,75.25,8
Taiwan,2022,22454239,Asia,76.99,2
Taiwan,2022,23174294,Asia,78.4,9
Tanzania,2024,8322925,Africa,41.215,5
Tanzania,2022,9452826,Africa,42.974,3
Tanzania,2022,10863958,Africa,44.246,10
Tanzania,2022,12607312,Africa,45.757,1
Tanzania,2021,14706593,Africa,47.62,6
Tanzania,2022,17129565,Africa,49.919,10
Tanzania,2021,19844382,Africa,50.608,4
Tanzania,2020,23040630,Africa,51.535,4
Tanzania,2022,26605473,Africa,50.44,2
Tanzania,2022,30686889,Africa,48.466,10
Tanzania,2021,34593779,Africa,49.651,5
Tanzania,2024,38139640,Africa,52.517,11
Thailand,2021,21289402,Asia,50.848,9
Thailand,2021,25041917,Asia,53.63,2
Thailand,2021,29263397,Asia,56.061,9
Thailand,2024,34024249,Asia,58.285,7
Thailand,2024,39276153,Asia,60.405,10
Thailand,2021,44148285,Asia,62.494,1
Thailand,2024,48827160,Asia,64.597,4
Thailand,2023,52910342,Asia,66.084,2
Thailand,2020,56667095,Asia,67.298,12
Thailand,2021,60216677,Asia,67.521,6
Thailand,2023,62806748,Asia,68.564,3
Thailand,2020,65068149,Asia,70.616,1
Togo,2022,1219113,Africa,38.596,9
Togo,2021,1357445,Africa,41.208,11
Togo,2022,1528098,Africa,43.922,7
Togo,2023,1735550,Africa,46.769,5
Togo,2020,2056351,Africa,49.759,7
Togo,2023,2308582,Africa,52.887,5
Togo,2023,2644765,Africa,55.471,6
Togo,2022,3154264,Africa,56.941,7
Togo,2022,3747553,Africa,58.061,1
Togo,2022,4320890,Africa,58.39,4
Togo,2021,4977378,Africa,57.561,2
Togo,2024,5701579,Africa,58.42,4
Trinidad and Tobago,2023,662850,Americas,59.1,1
Trinidad and Tobago,2022,764900,Americas,61.8,6
Trinidad and Tobago,2022,887498,Americas,64.9,6
Trinidad and Tobago,2023,960155,Americas,65.4,1
Trinidad and Tobago,2023,975199,Americas,65.9,2
Trinidad and Tobago,2022,1039009,Americas,68.3,12
Trinidad and Tobago,2023,1116479,Americas,68.832,11
Trinidad and Tobago,2021,1191336,Americas,69.582,12
Trinidad and Tobago,2022,1183669,Americas,69.862,4
Trinidad and Tobago,2022,1138101,Americas,69.465,3
Trinidad and Tobago,2023,1101832,Americas,68.976,2
Trinidad and Tobago,2021,1056608,Americas,69.819,9
Tunisia,2022,3647735,Africa,44.6,6
Tunisia,2021,3950849,Africa,47.1,1
Tunisia,2024,4286552,Africa,49.579,1
Tunisia,2022,4786986,Africa,52.053,8
Tunisia,2022,5303507,Africa,55.602,3
Tunisia,2020,6005061,Africa,59.837,11
Tunisia,2020,6734098,Africa,64.048,10
Tunisia,2024,7724976,Africa,66.894,6
Tunisia,2021,8523077,Africa,70.001,4
Tunisia,2021,9231669,Africa,71.973,7
Tunisia,2020,9770575,Africa,73.042,5
Tunisia,2024,10276158,Africa,73.923,8
Turkey,2020,22235677,Europe,43.585,2
Turkey,2021,25670939,Europe,48.079,4
Turkey,2024,29788695,Europe,52.098,6
Turkey,2021,33411317,Europe,54.336,8
Turkey,2024,37492953,Europe,57.005,8
Turkey,2023,42404033,Europe,59.507,7
Turkey,2022,47328791,Europe,61.036,11
Turkey,2024,52881328,Europe,63.108,8
Turkey,2020,58179144,Europe,66.146,10
Turkey,2023,63047647,Europe,68.835,3
Turkey,2024,67308928,Europe,70.845,3
Turkey,2021,71158647,Europe,71.777,10
Uganda,2022,5824797,Africa,39.978,11
Uganda,2023,6675501,Africa,42.571,3
Uganda,2020,7688797,Africa,45.344,3
Uganda,2021,8900294,Africa,48.051,12
Uganda,2024,10190285,Africa,51.016,9
Uganda,2022,11457758,Africa,50.35,8
Uganda,2021,12939400,Africa,49.849,7
Uganda,2024,15283050,Africa,51.509,4
Uganda,2021,18252190,Africa,48.825,4
Uganda,2021,21210254,Africa,44.578,2
Uganda,2023,24739869,Africa,47.813,3
Uganda,2021,29170398,Africa,51.542,10
United Kingdom,2021,50430000,Europe,69.18,4
United Kingdom,2020,51430000,Europe,70.42,8
United Kingdom,2020,53292000,Europe,70.76,3
United Kingdom,2022,54959000,Europe,71.36,10
United Kingdom,2020,56079000,Europe,72.01,8
United Kingdom,2022,56179000,Europe,72.76,5
United Kingdom,2021,56339704,Europe,74.04,9
United Kingdom,2021,56981620,Europe,75.007,3
United Kingdom,2024,57866349,Europe,76.42,3
United Kingdom,2020,58808266,Europe,77.218,8
United Kingdom,2023,59912431,Europe,78.471,5
United Kingdom,2020,60776238,Europe,79.425,11
United States,2020,157553000,Americas,68.44,7
United States,2021,171984000,Americas,69.49,10
United States,2023,186538000,Americas,70.21,3
United States,2024,198712000,Americas,70.76,9
United States,2020,209896000,Americas,71.34,6
United States,2022,220239000,Americas,73.38,12
United States,2022,232187835,Americas,74.65,11
United States,2022,242803533,Americas,75.02,10
United States,2024,256894189,Americas,76.09,5
United States,2023,272911760,Americas,76.81,9
United States,2020,287675526,Americas,77.31,11
United States,2023,301139947,Americas,78.242,11
Uruguay,2024,2252965,Americas,66.071,7
Uruguay,2022,2424959,Americas,67.044,12
Uruguay,2021,2598466,Americas,68.253,5
Uruguay,2021,2748579,Americas,68.468,1
Uruguay,2021,2829526,Americas,68.673,1
Uruguay,2021,2873520,Americas,69.481,1
Uruguay,2024,2953997,Americas,70.805,12
Uruguay,2023,3045153,Americas,71.918,12
Uruguay,2020,3149262,Americas,72.752,8
Uruguay,2021,3262838,Americas,74.223,9
Uruguay,2022,3363085,Americas,75.307,3
Uruguay,2023,3447496,Americas,76.384,10
Venezuela,2023,5439568,Americas,55.088,2
Venezuela,2023,6702668,Americas,57.907,6
Venezuela,2021,8143375,Americas,60.77,10
Venezuela,2022,9709552,Americas,63.479,8
Venezuela,2021,11515649,Americas,65.712,11
Venezuela,2020,13503563,Americas,67.456,8
Venezuela,2020,15620766,Americas,68.557,9
Venezuela,2021,17910182,Americas,70.19,8
Venezuela,2021,20265563,Americas,71.15,3
Venezuela,2023,22374398,Americas,72.146,10
Venezuela,2023,24287670,Americas,72.766,2
Venezuela,2021,26084662,Americas,73.747,12
Vietnam,2024,26246839,Asia,40.412,9
Vietnam,2020,28998543,Asia,42.887,1
Vietnam,2020,33796140,Asia,45.363,11
Vietnam,2022,39463910,Asia,47.838,9
Vietnam,2021,44655014,Asia,50.254,4
Vietnam,2022,50533506,Asia,55.764,8
Vietnam,2021,56142181,Asia,58.816,11
Vietnam,2024,62826491,Asia,62.82,10
Vietnam,2021,69940728,Asia,67.662,8
Vietnam,2020,76048996,Asia,70.672,11
Vietnam,2022,80908147,Asia,73.017,6
Vietnam,2022,85262356,Asia,74.249,12
West Bank and Gaza,2020,1030585,Asia,43.16,7
West Bank and Gaza,2023,1070439,Asia,45.671,2
West Bank and Gaza,2022,1133134,Asia,48.127,4
West Bank and Gaza,2021,1142636,Asia,51.631,2
West Bank and Gaza,2022,1089572,Asia,56.532,7
West Bank and Gaza,2023,1261091,Asia,60.765,9
West Bank and Gaza,2024,1425876,Asia,64.406,4
West Bank and Gaza,2024,1691210,Asia,67.046,4
West Bank and Gaza,2021,2104779,Asia,69.718,11
West Bank and Gaza,2024,2826046,Asia,71.096,9
West Bank and Gaza,2020,3389578,Asia,72.37,9
West Bank and Gaza,2024,4018332,Asia,73.422,9
"Yemen, Rep.",2024,4963829,Asia,32.548,6
"Yemen, Rep.",2021,5498090,Asia,33.97,9
"Yemen, Rep.",2020,6120081,Asia,35.18,7
"Yemen, Rep.",2024,6740785,Asia,36.984,11
"Yemen, Rep.",2022,7407075,Asia,39.848,10
"Yemen, Rep.",2020,8403990,Asia,44.175,11
"Yemen, Rep.",2023,9657618,Asia,49.113,2
"Yemen, Rep.",2024,11219340,Asia,52.922,3
"Yemen, Rep.",2023,13367997,Asia,55.599,4
"Yemen, Rep.",2023,15826497,Asia,58.02,2
"Yemen, Rep.",2022,18701257,Asia,60.308,8
"Yemen, Rep.",2020,22211743,Asia,62.698,1
Zambia,2021,2672000,Africa,42.038,9
Zambia,2023,3016000,Africa,44.077,3
Zambia,2023,3421000,Africa,46.023,9
Zambia,2023,3900000,Africa,47.768,12
Zambia,2020,4506497,Africa,50.107,8
Zambia,2021,5216550,Africa,51.386,6
Zambia,2020,6100407,Africa,51.821,5
Zambia,2020,7272406,Africa,50.821,3
Zambia,2021,8381163,Africa,46.1,5
Zambia,2024,9417789,Africa,40.238,10
Zambia,2024,10595811,Africa,39.193,11
Zambia,2021,11746035,Africa,42.384,6
Zimbabwe,2022,3080907,Africa,48.451,5
Zimbabwe,2021,3646340,Africa,50.469,5
Zimbabwe,2021,4277736,Africa,52.358,10
Zimbabwe,2021,4995432,Africa,53.995,11
Zimbabwe,2022,5861135,Africa,55.635,12
Zimbabwe,2023,6642107,Africa,57.674,3
Zimbabwe,2023,7636524,Africa,60.363,4
Zimbabwe,2021,9216418,Africa,62.351,9
Zimbabwe,2024,10704340,Africa,60.377,5
Zimbabwe,2023,11404948,Africa,46.809,1
Zimbabwe,2024,11926563,Africa,39.989,9
Zimbabwe,2024,12311143,Africa,43.487,7
